,stature,weightkg,waistcircumference,buttockcircumference,size,color
1946,1549,676,1032,1045,xxl,blue
1947,1606,792,1042,1142,xxl,blue
1948,1508,652,966,1049,xl,royalblue
1949,1733,753,844,1110,large,cornflowerblue
1950,1560,517,752,918,medium,lightsteelblue
1951,1739,865,954,1164,xl,royalblue
1952,1629,732,857,1058,large,cornflowerblue
1953,1609,741,840,1106,large,cornflowerblue
1954,1740,906,1090,1140,xxl,blue
1955,1678,845,960,1157,xl,royalblue
1956,1545,631,830,977,large,cornflowerblue
1957,1809,898,1003,1115,xxl,blue
1958,1764,970,977,1164,xl,royalblue
1959,1606,663,855,1038,large,cornflowerblue
1960,1567,594,863,963,large,cornflowerblue
1961,1594,657,917,887,xl,royalblue
1962,1587,786,919,1070,xl,royalblue
1963,1573,520,695,952,small,slategrey
1964,1624,641,792,1027,medium,lightsteelblue
1965,1635,798,1014,1126,xxl,blue
1966,1580,740,906,1112,xl,royalblue
1967,1691,641,795,992,medium,lightsteelblue
1968,1656,803,1012,1132,xxl,blue
1969,1615,714,965,1081,xl,royalblue
1970,1749,924,869,1191,xl,royalblue
1971,1561,668,903,991,xl,royalblue
1972,1674,678,817,1046,large,cornflowerblue
1973,1721,577,681,906,small,slategrey
1974,1704,687,915,1025,xl,royalblue
1975,1636,758,870,1102,large,cornflowerblue
1976,1583,652,941,966,xl,royalblue
1977,1604,699,847,1055,large,cornflowerblue
1978,1533,474,755,878,medium,lightsteelblue
1979,1594,558,742,991,medium,lightsteelblue
1980,1719,768,960,1110,xl,royalblue
1981,1687,832,1043,1089,xxl,blue
1982,1613,717,971,1016,xl,royalblue
1983,1644,762,982,1063,xl,royalblue
1984,1616,632,837,1051,large,cornflowerblue
1985,1641,610,891,974,xl,royalblue
