,stature,weightkg,chestcircumference,waistcircumference,size,color
1969,1615,714,1089,965,xxl,blue
1970,1749,924,973,869,xl,royalblue
1971,1561,668,1042,903,xl,royalblue
1972,1674,678,925,817,large,cornflowerblue
1973,1721,577,865,681,medium,lightsteelblue
1974,1704,687,1030,915,xl,royalblue
1975,1636,758,1038,870,xl,royalblue
1976,1583,652,1047,941,xl,royalblue
1977,1604,699,994,847,xl,royalblue
1978,1533,474,802,755,medium,lightsteelblue
1979,1594,558,931,742,large,cornflowerblue
1980,1719,768,990,960,xl,royalblue
1981,1687,832,1082,1043,xxl,blue
1982,1613,717,1016,971,xl,royalblue
1983,1644,762,1093,982,xxl,blue
1984,1616,632,922,837,large,cornflowerblue
1985,1641,610,902,891,large,cornflowerblue
